Morningstar Category,Name_1,Name_2,3-year Rank_1,3-year Rank_2,Expense Ratio - Net_1,3 Year Sharpe Ratio_1,Standard Deviation_1,3 Yr_1,Beta_1,Manager Tenure_1,Inception Date_1,Assets (Millions)_1,Turnover Rates_1,Load (Y/N)_1,NTF_1,Expense Ratio - Net_2,3 Year Sharpe Ratio_2,Standard Deviation_2,3 Yr_2,Beta_2,Manager Tenure_2,Inception Date_2,Assets (Millions)_2,Turnover Rates_2,Load (Y/N)_2,NTF_2,interestingness
Equity Precious Metals,First Eagle Gold Fund Class A (SGGDX),EuroPac Gold Fund Class I (EPGIX),92.0,95.0,0.0116,1.27,26.85,39.19,0.57,10 years,08/31/1993,5491.88,15.34,Y,Y,0.0112,1.05,30.2,36.85,0.52,12 years,07/19/2013,560.71,26.0,N,N,8.432269243682217
Equity Precious Metals,First Eagle Gold Fund Class C (FEGOX),Invesco Gold & Special Minerals Fund Class C (OGMCX),93.0,89.0,0.0191,1.23,26.84,38.16,0.57,10 years,08/31/1993,5491.88,15.34,Y,N,0.0181,1.16,29.86,39.53,1.5,1 year,07/19/1983,4237.13,47.0,Y,N,8.426613112158305
Equity Precious Metals,VanEck International Investors Gold Fund Class C (IIGCX),Franklin Gold and Precious Metals Fund Class A (FKRCX),37.0,2.0,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,8.383698440840021
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),OCM Gold Fund Investor Class (OCMGX),40.0,22.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.0237999999999999,1.39,32.97,50.73,0.46,38 years,02/04/1988,204.52,6.0,Y,N,8.349197314066634
Equity Precious Metals,EuroPac Gold Fund Class A (EPGFX),American Century Global Gold Fund C Class (AGYCX),97.0,58.0,0.0137,1.04,30.22,36.51,0.52,12 years,07/19/2013,556.47,26.0,Y,N,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,8.331065543533116
Equity Precious Metals,Sprott Gold Equity Fund Investor Class (SGDLX),VanEck International Investors Gold Fund Class C (IIGCX),62.0,37.0,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,8.267830144774027
Equity Precious Metals,EuroPac Gold Fund Class A (EPGFX),Fidelity Select Gold Portfolio (FSAGX),97.0,83.0,0.0137,1.04,30.22,36.51,0.52,12 years,07/19/2013,556.47,26.0,Y,N,0.0068,1.16,30.58,40.64,0.42,1 year,12/16/1985,4208.21,20.0,N,Y,8.245035244088957
Equity Precious Metals,First Eagle Gold Fund Class I (FEGIX),American Century Global Gold Fund Investor Class (BGEIX),90.0,40.0,0.0093,1.28,26.86,39.5,0.57,10 years,08/31/1993,5491.88,15.34,N,N,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,8.240863481234166
Equity Precious Metals,First Eagle Gold Fund Class I (FEGIX),Sprott Gold Equity Fund Investor Class (SGDLX),90.0,62.0,0.0093,1.28,26.86,39.5,0.57,10 years,08/31/1993,5491.88,15.34,N,N,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,8.237819485585145
Equity Precious Metals,Sprott Gold Equity Fund Investor Class (SGDLX),Rydex Precious Metals Fund Class A (RYMNX),62.0,80.0,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,0.0154,1.08,33.72,41.61,0.56,25 years,12/01/1993,189.82,452.0,Y,N,8.215080948367056
Equity Precious Metals,Sprott Gold Equity Fund Institutional Class (SGDIX),Rydex Precious Metals Fund Class Investor (RYPMX),60.0,74.0,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,0.0129,1.1,33.72,41.97,0.56,25 years,12/01/1993,189.82,452.0,N,Y,8.206518074050852
Equity Precious Metals,First Eagle Gold Fund Class A (SGGDX),American Century Global Gold Fund A Class (ACGGX),92.0,41.0,0.0116,1.27,26.85,39.19,0.57,10 years,08/31/1993,5491.88,15.34,Y,Y,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,8.191082842262002
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),OCM Gold Fund Investor Class (OCMGX),41.0,22.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.0237999999999999,1.39,32.97,50.73,0.46,38 years,02/04/1988,204.52,6.0,Y,N,8.17492636275773
Equity Precious Metals,EuroPac Gold Fund Class A (EPGFX),Victory Precious Metals and Minerals Fund (USAGX),97.0,64.0,0.0137,1.04,30.22,36.51,0.52,12 years,07/19/2013,556.47,26.0,Y,N,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,8.172778840051063
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),U.S. Global Investors Gold and Precious Metals Fund (USERX),40.0,45.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.0173,1.35,30.97,46.87,0.39,27 years,07/01/1974,275.96,58.0,N,Y,8.171715248582098
Equity Precious Metals,First Eagle Gold Fund Class C (FEGOX),American Century Global Gold Fund C Class (AGYCX),93.0,58.0,0.0191,1.23,26.84,38.16,0.57,10 years,08/31/1993,5491.88,15.34,Y,N,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,8.171056040321945
Equity Precious Metals,Allspring Precious Metals Fund - Class A (EKWAX),VanEck International Investors Gold Fund Class C (IIGCX),11.0,37.0,0.0109,1.5,31.08,51.51,0.42,19 years,01/20/1998,1327.72,14.0,Y,Y,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,8.170996066668245
Equity Precious Metals,Sprott Gold Equity Fund Investor Class (SGDLX),Rydex Precious Metals Fund Class H (RYMPX),62.0,79.0,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,0.0154,1.09,33.72,41.62,0.56,25 years,12/01/1993,189.82,452.0,N,N,8.149847281324835
Equity Precious Metals,Sprott Gold Equity Fund Investor Class (SGDLX),Rydex Precious Metals Fund Class Investor (RYPMX),62.0,74.0,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,0.0129,1.1,33.72,41.97,0.56,25 years,12/01/1993,189.82,452.0,N,Y,8.12687190521339
Equity Precious Metals,First Eagle Gold Fund Class A (SGGDX),Sprott Gold Equity Fund Investor Class (SGDLX),92.0,62.0,0.0116,1.27,26.85,39.19,0.57,10 years,08/31/1993,5491.88,15.34,Y,Y,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,8.097713372636008
Equity Precious Metals,VanEck International Investors Gold Fund Class C (IIGCX),Gabelli Gold Fund Class AAA (GOLDX),37.0,35.0,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,N,Y,8.053432239050014
Equity Precious Metals,VanEck International Investors Gold Fund Class C (IIGCX),Gabelli Gold Fund Class A (GLDAX),37.0,36.0,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,Y,N,8.053432239050014
Equity Precious Metals,First Eagle Gold Fund Class I (FEGIX),Sprott Gold Equity Fund Institutional Class (SGDIX),90.0,60.0,0.0093,1.28,26.86,39.5,0.57,10 years,08/31/1993,5491.88,15.34,N,N,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,8.042052176746509
Equity Precious Metals,Sprott Gold Equity Fund Institutional Class (SGDIX),VanEck International Investors Gold Fund Class A (INIVX),60.0,34.0,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,8.035206590220218
Equity Precious Metals,Fidelity Select Gold Portfolio (FSAGX),Sprott Gold Equity Fund Investor Class (SGDLX),83.0,62.0,0.0068,1.16,30.58,40.64,0.42,1 year,12/16/1985,4208.21,20.0,N,Y,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,8.034657294609866
Equity Precious Metals,Victory Precious Metals and Minerals Fund (USAGX),Gabelli Gold Fund Class C (GLDCX),64.0,38.0,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,0.0219,1.36,31.44,47.94,0.42,32 years,07/11/1994,789.87,16.0,Y,N,8.021874408052227
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),OCM Gold Fund Atlas Class (OCMAX),40.0,10.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.0187999999999999,1.41,33.0,51.57,0.47,38 years,02/04/1988,204.52,6.0,N,Y,8.000311525412762
Equity Precious Metals,Sprott Gold Equity Fund Institutional Class (SGDIX),VanEck International Investors Gold Fund Class Y (INIYX),60.0,29.0,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,7.9705177128155205
Equity Precious Metals,Sprott Gold Equity Fund Investor Class (SGDLX),VanEck International Investors Gold Fund Class A (INIVX),62.0,34.0,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,7.931243773940296
Equity Precious Metals,EuroPac Gold Fund Class I (EPGIX),Victory Precious Metals and Minerals Fund Class A (UPMMX),95.0,66.0,0.0112,1.05,30.2,36.85,0.52,12 years,07/19/2013,560.71,26.0,N,N,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,7.931231879125433
Equity Precious Metals,First Eagle Gold Fund Class I (FEGIX),American Century Global Gold Fund A Class (ACGGX),90.0,41.0,0.0093,1.28,26.86,39.5,0.57,10 years,08/31/1993,5491.88,15.34,N,N,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,7.93019094160088
Equity Precious Metals,Victory Precious Metals and Minerals Fund Class A (UPMMX),Gabelli Gold Fund Class C (GLDCX),66.0,38.0,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,0.0219,1.36,31.44,47.94,0.42,32 years,07/11/1994,789.87,16.0,Y,N,7.914400222071477
Equity Precious Metals,First Eagle Gold Fund Class A (SGGDX),Sprott Gold Equity Fund Institutional Class (SGDIX),92.0,60.0,0.0116,1.27,26.85,39.19,0.57,10 years,08/31/1993,5491.88,15.34,Y,Y,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,7.901946063797371
Equity Precious Metals,Invesco Gold & Special Minerals Fund Class A (OPGSX),Victory Precious Metals and Minerals Fund Class A (UPMMX),85.0,66.0,0.0105,1.19,29.87,40.57,1.5,1 year,07/19/1983,4237.13,47.0,Y,Y,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,7.873788151855107
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),U.S. Global Investors Gold and Precious Metals Fund (USERX),41.0,45.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.0173,1.35,30.97,46.87,0.39,27 years,07/01/1974,275.96,58.0,N,Y,7.86104270894881
Equity Precious Metals,EuroPac Gold Fund Class I (EPGIX),Fidelity Select Gold Portfolio (FSAGX),95.0,83.0,0.0112,1.05,30.2,36.85,0.52,12 years,07/19/2013,560.71,26.0,N,N,0.0068,1.16,30.58,40.64,0.42,1 year,12/16/1985,4208.21,20.0,N,Y,7.8406010431401105
Equity Precious Metals,Fidelity Select Gold Portfolio (FSAGX),Sprott Gold Equity Fund Institutional Class (SGDIX),83.0,60.0,0.0068,1.16,30.58,40.64,0.42,1 year,12/16/1985,4208.21,20.0,N,Y,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,7.838889985771228
Equity Precious Metals,EuroPac Gold Fund Class A (EPGFX),Victory Precious Metals and Minerals Fund Class A (UPMMX),97.0,66.0,0.0137,1.04,30.22,36.51,0.52,12 years,07/19/2013,556.47,26.0,Y,N,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,7.830741371001471
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),OCM Gold Fund Atlas Class (OCMAX),41.0,10.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.0187999999999999,1.41,33.0,51.57,0.47,38 years,02/04/1988,204.52,6.0,N,Y,7.826040574103859
Equity Precious Metals,VanEck International Investors Gold Fund Class Y (INIYX),Gabelli Gold Fund Class AAA (GOLDX),29.0,35.0,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,N,Y,7.822168274876203
Equity Precious Metals,VanEck International Investors Gold Fund Class Y (INIYX),Gabelli Gold Fund Class A (GLDAX),29.0,36.0,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,Y,N,7.822168274876203
Equity Precious Metals,Victory Precious Metals and Minerals Fund Class A (UPMMX),Allspring Precious Metals Fund - Class A (EKWAX),66.0,11.0,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,0.0109,1.5,31.08,51.51,0.42,19 years,01/20/1998,1327.72,14.0,Y,Y,7.81928044218464
Equity Precious Metals,EuroPac Gold Fund Class I (EPGIX),Victory Precious Metals and Minerals Fund (USAGX),95.0,64.0,0.0112,1.05,30.2,36.85,0.52,12 years,07/19/2013,560.71,26.0,N,N,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,7.8142468853815386
Equity Precious Metals,Victory Precious Metals and Minerals Fund (USAGX),Allspring Precious Metals Fund - Class C (EKWCX),64.0,23.0,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,0.0184,1.46,31.07,50.37,0.42,19 years,01/20/1998,1327.72,14.0,Y,N,7.7600410516018545
Equity Precious Metals,American Century Global Gold Fund C Class (AGYCX),OCM Gold Fund Investor Class (OCMGX),58.0,22.0,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,0.0237999999999999,1.39,32.97,50.73,0.46,38 years,02/04/1988,204.52,6.0,Y,N,7.758635519854137
Equity Precious Metals,Invesco Gold & Special Minerals Fund Class A (OPGSX),Victory Precious Metals and Minerals Fund (USAGX),85.0,64.0,0.0105,1.19,29.87,40.57,1.5,1 year,07/19/1983,4237.13,47.0,Y,Y,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,7.756803158111213
Equity Precious Metals,Victory Precious Metals and Minerals Fund (USAGX),U.S. Global Investors Gold and Precious Metals Fund (USERX),64.0,45.0,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,0.0173,1.35,30.97,46.87,0.39,27 years,07/01/1974,275.96,58.0,N,Y,7.7454356839956935
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),Gabelli Gold Fund Class C (GLDCX),40.0,38.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.0219,1.36,31.44,47.94,0.42,32 years,07/11/1994,789.87,16.0,Y,N,7.7326431775970494
Equity Precious Metals,Victory Precious Metals and Minerals Fund Class A (UPMMX),Gabelli Gold Fund Class I (GLDIX),66.0,34.0,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,0.0118999999999999,1.41,31.49,49.43,0.42,32 years,07/11/1994,785.13,16.0,N,N,7.674848688843935
Equity Precious Metals,Victory Precious Metals and Minerals Fund Class A (UPMMX),Allspring Precious Metals Fund - Class C (EKWCX),66.0,23.0,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,0.0184,1.46,31.07,50.37,0.42,19 years,01/20/1998,1327.72,14.0,Y,N,7.652566865621104
Equity Precious Metals,Victory Precious Metals and Minerals Fund Class A (UPMMX),U.S. Global Investors Gold and Precious Metals Fund (USERX),66.0,45.0,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,0.0173,1.35,30.97,46.87,0.39,27 years,07/01/1974,275.96,58.0,N,Y,7.637961498014945
Equity Precious Metals,American Century Global Gold Fund C Class (AGYCX),Gabelli Gold Fund Class I (GLDIX),58.0,34.0,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,0.0118999999999999,1.41,31.49,49.43,0.42,32 years,07/11/1994,785.13,16.0,N,N,7.636965790626551
Equity Precious Metals,American Century Global Gold Fund C Class (AGYCX),Allspring Precious Metals Fund - Class A (EKWAX),58.0,11.0,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,0.0109,1.5,31.08,51.51,0.42,19 years,01/20/1998,1327.72,14.0,Y,Y,7.620218520033183
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),Franklin Gold and Precious Metals Fund Class C (FRGOX),40.0,12.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.0162,1.38,33.53,51.26,0.42,27 years,05/19/1969,2970.27,22.76,Y,N,7.6034109140610155
Equity Precious Metals,Victory Precious Metals and Minerals Fund (USAGX),Gabelli Gold Fund Class AAA (GOLDX),64.0,35.0,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,N,Y,7.601709582878567
Equity Precious Metals,Victory Precious Metals and Minerals Fund (USAGX),Gabelli Gold Fund Class A (GLDAX),64.0,36.0,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,Y,N,7.601709582878567
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),Gabelli Gold Fund Class C (GLDCX),41.0,38.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.0219,1.36,31.44,47.94,0.42,32 years,07/11/1994,789.87,16.0,Y,N,7.558372226288146
Equity Precious Metals,Fidelity Select Gold Portfolio (FSAGX),American Century Global Gold Fund C Class (AGYCX),83.0,58.0,0.0068,1.16,30.58,40.64,0.42,1 year,12/16/1985,4208.21,20.0,N,Y,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,7.525424741006634
Equity Precious Metals,Victory Precious Metals and Minerals Fund Class A (UPMMX),Gabelli Gold Fund Class AAA (GOLDX),66.0,35.0,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,N,Y,7.494235396897817
Equity Precious Metals,Victory Precious Metals and Minerals Fund Class A (UPMMX),Gabelli Gold Fund Class A (GLDAX),66.0,36.0,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,Y,N,7.494235396897817
Equity Precious Metals,Victory Precious Metals and Minerals Fund (USAGX),Allspring Precious Metals Fund - Class A (EKWAX),64.0,11.0,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,0.0109,1.5,31.08,51.51,0.42,19 years,01/20/1998,1327.72,14.0,Y,Y,7.467732165371904
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),Franklin Gold and Precious Metals Fund Class C (FRGOX),41.0,12.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.0162,1.38,33.53,51.26,0.42,27 years,05/19/1969,2970.27,22.76,Y,N,7.467183193804697
Equity Precious Metals,Victory Precious Metals and Minerals Fund (USAGX),Gabelli Gold Fund Class I (GLDIX),64.0,34.0,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,0.0118999999999999,1.41,31.49,49.43,0.42,32 years,07/11/1994,785.13,16.0,N,N,7.438056027729564
Equity Precious Metals,VanEck International Investors Gold Fund Class Y (INIYX),Gabelli Gold Fund Class I (GLDIX),29.0,34.0,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,0.0118999999999999,1.41,31.49,49.43,0.42,32 years,07/11/1994,785.13,16.0,N,N,7.4178464438091085
Equity Precious Metals,VanEck International Investors Gold Fund Class A (INIVX),Gabelli Gold Fund Class I (GLDIX),34.0,34.0,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,0.0118999999999999,1.41,31.49,49.43,0.42,32 years,07/11/1994,785.13,16.0,N,N,7.417611459408168
Equity Precious Metals,American Century Global Gold Fund C Class (AGYCX),U.S. Global Investors Gold and Precious Metals Fund (USERX),58.0,45.0,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,0.0173,1.35,30.97,46.87,0.39,27 years,07/01/1974,275.96,58.0,N,Y,7.412446226705231
Equity Precious Metals,American Century Global Gold Fund C Class (AGYCX),OCM Gold Fund Atlas Class (OCMAX),58.0,10.0,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,0.0187999999999999,1.41,33.0,51.57,0.47,38 years,02/04/1988,204.52,6.0,N,Y,7.4097497312002645
Equity Precious Metals,Gabelli Gold Fund Class C (GLDCX),Franklin Gold and Precious Metals Fund Class A (FKRCX),38.0,2.0,0.0219,1.36,31.44,47.94,0.42,32 years,07/11/1994,789.87,16.0,Y,N,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,7.399184659610213
Equity Precious Metals,Sprott Gold Equity Fund Investor Class (SGDLX),Franklin Gold and Precious Metals Fund Class A (FKRCX),62.0,2.0,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,7.367486705055669
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),Gabelli Gold Fund Class AAA (GOLDX),40.0,35.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,N,Y,7.312478352423389
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),Gabelli Gold Fund Class A (GLDAX),40.0,36.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,Y,N,7.312478352423389
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),Allspring Precious Metals Fund - Class C (EKWCX),40.0,23.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.0184,1.46,31.07,50.37,0.42,19 years,01/20/1998,1327.72,14.0,Y,N,7.309630797212601
Equity Precious Metals,VanEck International Investors Gold Fund Class A (INIVX),Gabelli Gold Fund Class AAA (GOLDX),34.0,35.0,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,N,Y,7.29405745826278
Equity Precious Metals,VanEck International Investors Gold Fund Class A (INIVX),Gabelli Gold Fund Class A (GLDAX),34.0,36.0,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,Y,N,7.29405745826278
Equity Precious Metals,EuroPac Gold Fund Class A (EPGFX),Sprott Gold Equity Fund Institutional Class (SGDIX),97.0,60.0,0.0137,1.04,30.22,36.51,0.52,12 years,07/19/2013,556.47,26.0,Y,N,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,7.286782672143883
Equity Precious Metals,VanEck International Investors Gold Fund Class A (INIVX),Franklin Gold and Precious Metals Fund Class A (FKRCX),34.0,2.0,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,7.275657336542387
Equity Precious Metals,VanEck International Investors Gold Fund Class C (IIGCX),Gabelli Gold Fund Class C (GLDCX),37.0,38.0,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,0.0219,1.36,31.44,47.94,0.42,32 years,07/11/1994,789.87,16.0,Y,N,7.265892057965346
Equity Precious Metals,VanEck International Investors Gold Fund Class Y (INIYX),U.S. Global Investors Gold and Precious Metals Fund (USERX),29.0,45.0,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,0.0173,1.35,30.97,46.87,0.39,27 years,07/01/1974,275.96,58.0,N,Y,7.236785970443137
Equity Precious Metals,VanEck International Investors Gold Fund Class C (IIGCX),Franklin Gold and Precious Metals Fund Class C (FRGOX),37.0,12.0,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,0.0162,1.38,33.53,51.26,0.42,27 years,05/19/1969,2970.27,22.76,Y,N,7.234173658047187
Equity Precious Metals,American Century Global Gold Fund C Class (AGYCX),Gabelli Gold Fund Class AAA (GOLDX),58.0,35.0,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,N,Y,7.226841267283702
Equity Precious Metals,American Century Global Gold Fund C Class (AGYCX),Gabelli Gold Fund Class A (GLDAX),58.0,36.0,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,Y,N,7.226841267283702
Equity Precious Metals,EuroPac Gold Fund Class I (EPGIX),Sprott Gold Equity Fund Investor Class (SGDLX),95.0,62.0,0.0112,1.05,30.2,36.85,0.52,12 years,07/19/2013,560.71,26.0,N,N,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,7.192871395732019
Equity Precious Metals,VanEck International Investors Gold Fund Class Y (INIYX),Franklin Gold and Precious Metals Fund Class C (FRGOX),29.0,12.0,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,0.0162,1.38,33.53,51.26,0.42,27 years,05/19/1969,2970.27,22.76,Y,N,7.191135211732097
